team;transfermarkt_id;shirt_number;player_name;position;birth_date;age;club;height_cm;foot;international_caps;international_goals;debut_date;market_value;transfermarkt_url
Ecuador;468174;2;Félix Torres;Difensore centrale;11/01/1997;29;Sport Club Internacional;1,87m;destro;48;5;11/09/2019;1,00 mln €;https://www.transfermarkt.com/felix-torres/profil/spieler/468174
Ecuador;659813;3;Piero Hincapié;Difensore centrale;09/01/2002;24;FC Arsenal;1,83m;sinistro;51;3;14/06/2021;50,00 mln €;https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813
Ecuador;893661;4;Joel Ordóñez;Difensore centrale;21/04/2004;22;Club Bruges;1,88m;destro;16;-;22/03/2024;33,00 mln €;https://www.transfermarkt.com/joel-ordonez/profil/spieler/893661
Ecuador;598145;5;Jordy Alcívar;Mediano;05/08/1999;26;Independiente del Valle;1,68m;destro;10;1;05/12/2021;2,00 mln €;https://www.transfermarkt.com/jordy-alcivar/profil/spieler/598145
Ecuador;661171;6;Willian Pacho;Difensore centrale;16/10/2001;24;FC Paris Saint-Germain;1,88m;sinistro;34;2;28/03/2023;80,00 mln €;https://www.transfermarkt.com/willian-pacho/profil/spieler/661171
Ecuador;349599;7;Pervis Estupiñán;Terzino sinistro;21/01/1998;28;AC Milan;1,75m;sinistro;53;4;13/10/2019;12,00 mln €;https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599
Ecuador;974374;8;Anthony Valencia;Ala destra;21/07/2003;22;Royal Antwerp FC;1,73m;sinistro;2;1;31/03/2026;1,80 mln €;https://www.transfermarkt.com/anthony-valencia/profil/spieler/974374
Ecuador;439914;9;John Yeboah;Seconda punta;23/06/2000;25;Venezia FC;1,70m;sinistro;22;3;22/03/2024;5,50 mln €;https://www.transfermarkt.com/john-yeboah/profil/spieler/439914
Ecuador;1052439;10;Kendry Páez;Trequartista;04/05/2007;19;CA River Plate;1,78m;sinistro;25;2;12/09/2023;8,00 mln €;https://www.transfermarkt.com/kendry-paez/profil/spieler/1052439
Ecuador;684159;11;Kevin Rodríguez;Punta centrale;04/03/2000;26;Union Saint-Gilloise;1,90m;destro;31;2;12/11/2022;6,00 mln €;https://www.transfermarkt.com/kevin-rodriguez/profil/spieler/684159
Ecuador;450233;12;Moisés Ramírez;Portiere;09/09/2000;25;AE Kifisia;1,85m;destro;7;-;08/10/2021;800 mila €;https://www.transfermarkt.com/moises-ramirez/profil/spieler/450233
Ecuador;139503;13;Enner Valencia;Punta centrale;04/11/1989;36;CF Pachuca;1,77m;destro;105;49;01/03/2012;1,00 mln €;https://www.transfermarkt.com/enner-valencia/profil/spieler/139503
Ecuador;897051;14;Alan Minda;Ala destra;14/05/2003;23;Clube Atlético Mineiro;1,74m;destro;19;2;22/03/2024;3,00 mln €;https://www.transfermarkt.com/alan-minda/profil/spieler/897051
Ecuador;659806;15;Pedro Vite;Trequartista;09/03/2002;24;UNAM Pumas;1,72m;sinistro;16;1;21/06/2023;6,00 mln €;https://www.transfermarkt.com/pedro-vite/profil/spieler/659806
Ecuador;360412;16;Jordy Caicedo;Punta centrale;18/11/1997;28;CA Huracán;1,86m;destro;19;3;05/06/2021;2,00 mln €;https://www.transfermarkt.com/jordy-caicedo/profil/spieler/360412
Ecuador;450241;17;Angelo Preciado;Terzino destro;18/02/1998;28;Clube Atlético Mineiro;1,74m;destro;55;-;12/10/2018;3,50 mln €;https://www.transfermarkt.com/angelo-preciado/profil/spieler/450241
Ecuador;941418;18;Denil Castillo;Centrocampista;24/03/2004;22;FC Midtjylland;1,89m;destro;5;-;21/03/2025;7,00 mln €;https://www.transfermarkt.com/denil-castillo/profil/spieler/941418
Ecuador;592735;19;Gonzalo Plata;Ala destra;01/11/2000;25;Clube Regatas Flamengo;1,78m;sinistro;49;8;06/09/2019;9,00 mln €;https://www.transfermarkt.com/gonzalo-plata/profil/spieler/592735
Ecuador;903611;20;Nilson Angulo;Ala sinistra;19/06/2003;22;AFC Sunderland;1,84m;destro;13;1;28/10/2021;17,00 mln €;https://www.transfermarkt.com/nilson-angulo/profil/spieler/903611
Ecuador;400960;21;Alan Franco;Centrocampista;21/08/1998;27;Clube Atlético Mineiro;1,75m;destro;57;1;12/09/2018;4,50 mln €;https://www.transfermarkt.com/alan-franco/profil/spieler/400960
Ecuador;351941;22;Gonzalo Valle;Portiere;28/02/1996;30;LDU Quito;1,86m;destro;3;-;06/06/2025;1,80 mln €;https://www.transfermarkt.com/gonzalo-valle/profil/spieler/351941
Ecuador;687626;23;Moisés Caicedo;Mediano;02/11/2001;24;Chelsea FC;1,78m;destro;60;3;09/10/2020;100,00 mln €;https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626
Ecuador;971663;24;Jeremy Arévalo;Punta centrale;19/03/2005;21;VfB Stoccarda;1,82m;sinistro;3;-;14/11/2025;7,00 mln €;https://www.transfermarkt.com/jeremy-arevalo/profil/spieler/971663
Ecuador;491616;25;Jackson Porozo;Difensore centrale;04/08/2000;25;Club Tijuana;1,92m;destro;9;1;11/09/2019;2,50 mln €;https://www.transfermarkt.com/jackson-porozo/profil/spieler/491616
Ecuador;893659;26;Yaimar Medina;Terzino sinistro;05/11/2004;21;KRC Genk;1,73m;sinistro;5;-;07/09/2024;4,00 mln €;https://www.transfermarkt.com/yaimar-medina/profil/spieler/893659
Egitto;134573;1;Mohamed El Shenawy;Portiere;18/12/1988;37;Al Ahly FC;1,91m;destro;76;-;23/03/2018;500 mila €;https://www.transfermarkt.com/mohamed-el-shenawy/profil/spieler/134573
Egitto;237425;2;Yasser Ibrahim;Difensore centrale;10/02/1993;33;Al Ahly FC;1,85m;destro;17;1;25/03/2022;275 mila €;https://www.transfermarkt.com/yasser-ibrahim/profil/spieler/237425
Egitto;343974;3;Mohamed Hany;Terzino destro;02/02/1996;30;Al Ahly FC;1,75m;destro;41;-;27/01/2016;1,50 mln €;https://www.transfermarkt.com/mohamed-hany/profil/spieler/343974
Egitto;737524;4;Hossam Abdelmaguid;Difensore centrale;30/04/2001;25;Zamalek SC;1,93m;destro;13;-;12/09/2023;2,00 mln €;https://www.transfermarkt.com/hossam-abdelmaguid/profil/spieler/737524
Egitto;172623;5;Ramy Rabia;Difensore centrale;20/05/1993;33;Al-Ain FC;1,83m;destro;44;5;14/01/2013;600 mila €;https://www.transfermarkt.com/ramy-rabia/profil/spieler/172623
Egitto;566025;6;Mohamed Abdelmonem;Difensore centrale;01/02/1999;27;OGC Nizza;1,84m;destro;35;3;11/12/2021;2,50 mln €;https://www.transfermarkt.com/mohamed-abdelmonem/profil/spieler/566025
Egitto;234189;7;Trezeguet;Ala sinistra;01/10/1994;31;Al Ahly FC;1,81m;destro;95;23;30/08/2014;4,50 mln €;https://www.transfermarkt.com/trezeguet/profil/spieler/234189
Egitto;604008;8;Emam Ashour;Centrocampista;20/02/1998;28;Al Ahly FC;1,80m;destro;28;-;16/11/2021;4,00 mln €;https://www.transfermarkt.com/emam-ashour/profil/spieler/604008
Egitto;1259085;9;Hamza Abdelkarim;Punta centrale;01/01/2008;18;FC Barcellona Gioventù A (U19);1,82m;entrambi;1;-;28/05/2026;1,50 mln €;https://www.transfermarkt.com/hamza-abdelkarim/profil/spieler/1259085
Egitto;148455;10;Mohamed Salah;Ala destra;15/06/1992;33;FC Liverpool;1,75m;sinistro;113;65;03/09/2011;22,00 mln €;https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455
Egitto;896616;11;Mostafa Ziko;Ala sinistra;27/04/1997;29;Pyramids FC;1,79m;destro;1;1;28/05/2026;1,80 mln €;https://www.transfermarkt.com/mostafa-ziko/profil/spieler/896616
Egitto;620164;12;Haissem Hassan;Ala destra;08/02/2002;24;Real Oviedo;1,75m;sinistro;3;-;27/03/2026;3,50 mln €;https://www.transfermarkt.com/haissem-hassan/profil/spieler/620164
Egitto;465966;13;Ahmed Fatouh;Terzino sinistro;22/03/1998;28;Zamalek SC;1,77m;sinistro;38;1;26/03/2019;1,00 mln €;https://www.transfermarkt.com/ahmed-fatouh/profil/spieler/465966
Egitto;340303;14;Hamdy Fathy;Mediano;29/09/1994;31;Al-Wakrah SC;1,83m;destro;62;3;14/10/2019;1,80 mln €;https://www.transfermarkt.com/hamdy-fathy/profil/spieler/340303
Egitto;333004;15;Karim Hafez;Terzino sinistro;12/03/1996;30;Pyramids FC;1,74m;sinistro;8;-;08/06/2015;700 mila €;https://www.transfermarkt.com/karim-hafez/profil/spieler/333004
Egitto;104951;16;El Mahdi Soliman;Portiere;08/06/1987;38;Zamalek SC;1,89m;destro;-;-;31/03/2026;150 mila €;https://www.transfermarkt.com/el-mahdi-soliman/profil/spieler/104951
Egitto;479682;17;Mohanad Lasheen;Mediano;29/05/1996;30;Pyramids FC;1,86m;destro;22;-;30/09/2021;3,00 mln €;https://www.transfermarkt.com/mohanad-lasheen/profil/spieler/479682
Egitto;479683;18;Nabil Dunga;Mediano;06/04/1996;30;Al-Najma SC;1,79m;destro;12;-;23/03/2019;1,00 mln €;https://www.transfermarkt.com/nabil-dunga/profil/spieler/479683
Egitto;734542;19;Marwan Ateya;Mediano;01/08/1998;27;Al Ahly FC;1,76m;destro;34;1;24/03/2023;4,00 mln €;https://www.transfermarkt.com/marwan-ateya/profil/spieler/734542
Egitto;677278;20;Ibrahim Adel;Ala sinistra;23/04/2001;25;FC Nordsjaelland;1,78m;destro;23;3;30/09/2021;2,50 mln €;https://www.transfermarkt.com/ibrahim-adel/profil/spieler/677278
Egitto;729390;21;Mahmoud Saber;Centrocampista;30/07/2001;24;Zed FC;1,70m;destro;15;1;11/10/2024;1,50 mln €;https://www.transfermarkt.com/mahmoud-saber/profil/spieler/729390
Egitto;445939;22;Omar Marmoush;Punta centrale;07/02/1999;27;Manchester City;1,80m;destro;49;11;08/10/2021;50,00 mln €;https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939
Egitto;661455;23;Oufa Shobeir;Portiere;15/05/2000;26;Al Ahly FC;1,95m;destro;9;-;19/11/2024;1,20 mln €;https://www.transfermarkt.com/oufa-shobeir/profil/spieler/661455
Egitto;1087789;24;Tarek Alaa;Terzino destro;05/01/2002;24;Zed FC;1,78m;destro;2;-;27/03/2026;250 mila €;https://www.transfermarkt.com/tarek-alaa/profil/spieler/1087789
Egitto;320722;25;Zizo;Ala destra;10/01/1996;30;Al Ahly FC;1,75m;destro;62;5;14/11/2019;3,50 mln €;https://www.transfermarkt.com/zizo/profil/spieler/320722
Egitto;1307898;26;Mohamed Alaa;Portiere;01/01/1999;27;El Gouna FC;1,88m;destro;-;-;31/03/2026;1,20 mln €;https://www.transfermarkt.com/mohamed-alaa/profil/spieler/1307898
Francia;191056;1;Brice Samba;Portiere;25/04/1994;32;Stade Rennes FC;1,87m;sinistro;4;-;16/06/2023;7,00 mln €;https://www.transfermarkt.com/brice-samba/profil/spieler/191056
Francia;620322;2;Malo Gusto;Terzino destro;19/05/2003;23;Chelsea FC;1,78m;destro;10;-;13/10/2023;35,00 mln €;https://www.transfermarkt.com/malo-gusto/profil/spieler/620322
Francia;126664;3;Lucas Digne;Terzino sinistro;20/07/1993;32;Aston Villa;1,78m;sinistro;57;-;05/03/2014;6,00 mln €;https://www.transfermarkt.com/lucas-digne/profil/spieler/126664
Francia;344695;4;Dayot Upamecano;Difensore centrale;27/10/1998;27;FC Bayern Monaco;1,86m;destro;37;2;05/09/2020;70,00 mln €;https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695
Francia;411975;5;Jules Koundé;Terzino destro;12/11/1998;27;FC Barcellona;1,80m;destro;47;-;02/06/2021;60,00 mln €;https://www.transfermarkt.com/jules-kounde/profil/spieler/411975
Francia;624690;6;Manu Koné;Centrocampista;17/05/2001;25;AS Roma;1,85m;destro;13;-;06/09/2024;50,00 mln €;https://www.transfermarkt.com/manu-kone/profil/spieler/624690
Francia;288230;7;Ousmane Dembélé;Punta centrale;15/05/1997;29;FC Paris Saint-Germain;1,78m;entrambi;58;7;01/09/2016;100,00 mln €;https://www.transfermarkt.com/ousmane-dembele/profil/spieler/288230
Francia;413112;8;Aurélien Tchouaméni;Mediano;27/01/2000;26;Real Madrid;1,88m;destro;45;3;01/09/2021;70,00 mln €;https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112
Francia;318528;9;Marcus Thuram;Punta centrale;06/08/1997;28;Inter;1,92m;destro;34;3;11/11/2020;50,00 mln €;https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528
Francia;342229;10;Kylian Mbappé;Punta centrale;20/12/1998;27;Real Madrid;1,80m;destro;97;56;25/03/2017;180,00 mln €;https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229
Francia;566723;11;Michael Olise;Ala destra;12/12/2001;24;FC Bayern Monaco;1,84m;sinistro;16;4;06/09/2024;150,00 mln €;https://www.transfermarkt.com/michael-olise/profil/spieler/566723
Francia;708265;12;Bradley Barcola;Ala sinistra;02/09/2002;23;FC Paris Saint-Germain;1,82m;destro;19;3;05/06/2024;70,00 mln €;https://www.transfermarkt.com/bradley-barcola/profil/spieler/708265
Francia;225083;13;N'Golo Kanté;Mediano;29/03/1991;35;Fenerbahce;1,68m;destro;68;2;25/03/2016;4,00 mln €;https://www.transfermarkt.com/ngolo-kante/profil/spieler/225083
Francia;182913;14;Adrien Rabiot;Centrocampista;03/04/1995;31;AC Milan;1,91m;sinistro;58;7;15/11/2016;18,00 mln €;https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913
Francia;357119;15;Ibrahima Konaté;Difensore centrale;25/05/1999;27;FC Liverpool;1,94m;destro;28;-;10/06/2022;45,00 mln €;https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119
Francia;182906;16;Mike Maignan;Portiere;03/07/1995;30;AC Milan;1,91m;destro;39;-;07/10/2020;20,00 mln €;https://www.transfermarkt.com/mike-maignan/profil/spieler/182906
Francia;495666;17;William Saliba;Difensore centrale;24/03/2001;25;FC Arsenal;1,92m;destro;31;-;25/03/2022;100,00 mln €;https://www.transfermarkt.com/william-saliba/profil/spieler/495666
Francia;810092;18;Warren Zaïre-Emery;Centrocampista;08/03/2006;20;FC Paris Saint-Germain;1,78m;destro;11;1;18/11/2023;80,00 mln €;https://www.transfermarkt.com/warren-zaire-emery/profil/spieler/810092
Francia;339808;19;Theo Hernández;Terzino sinistro;06/10/1997;28;Al-Hilal SFC;1,84m;sinistro;43;2;07/09/2021;20,00 mln €;https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808
Francia;914562;20;Désiré Doué;Ala destra;03/06/2005;21;FC Paris Saint-Germain;1,81m;destro;6;2;23/03/2025;120,00 mln €;https://www.transfermarkt.com/desire-doue/profil/spieler/914562
Francia;281963;21;Lucas Hernández;Terzino sinistro;14/02/1996;30;FC Paris Saint-Germain;1,84m;sinistro;42;-;23/03/2018;18,00 mln €;https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963
Francia;420002;22;Jean-Philippe Mateta;Punta centrale;28/06/1997;28;Crystal Palace;1,92m;destro;4;2;10/10/2025;30,00 mln €;https://www.transfermarkt.com/jean-philippe-mateta/profil/spieler/420002
Francia;743515;23;Robin Risser;Portiere;02/12/2004;21;RC Lens;1,93m;destro;-;-;-;30,00 mln €;https://www.transfermarkt.com/robin-risser/profil/spieler/743515
Francia;607223;24;Rayan Cherki;Trequartista;17/08/2003;22;Manchester City;1,77m;entrambi;6;2;05/06/2025;90,00 mln €;https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223
Francia;745200;25;Maghnes Akliouche;Ala destra;25/02/2002;24;AS Monaco;1,83m;sinistro;8;1;05/09/2025;50,00 mln €;https://www.transfermarkt.com/maghnes-akliouche/profil/spieler/745200
Francia;434224;26;Maxence Lacroix;Difensore centrale;06/04/2000;26;Crystal Palace;1,90m;destro;3;-;26/03/2026;50,00 mln €;https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224
Germania;17259;1;Manuel Neuer;Portiere;27/03/1986;40;FC Bayern Monaco;1,93m;destro;124;-;02/06/2009;4,00 mln €;https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259
Germania;86202;2;Antonio Rüdiger;Difensore centrale;03/03/1993;33;Real Madrid;1,90m;destro;82;3;13/05/2014;6,00 mln €;https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202
Germania;193004;3;Waldemar Anton;Difensore centrale;20/07/1996;29;Borussia Dortmund;1,89m;destro;12;-;23/03/2024;18,00 mln €;https://www.transfermarkt.com/waldemar-anton/profil/spieler/193004
Germania;196357;4;Jonathan Tah;Difensore centrale;11/02/1996;30;FC Bayern Monaco;1,95m;destro;46;1;26/03/2016;28,00 mln €;https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357
Germania;792380;5;Aleksandar Pavlovic;Mediano;03/05/2004;22;FC Bayern Monaco;1,88m;entrambi;10;1;03/06/2024;90,00 mln €;https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380
Germania;161056;6;Joshua Kimmich;Mediano;08/02/1995;31;FC Bayern Monaco;1,77m;destro;109;10;29/05/2016;35,00 mln €;https://www.transfermarkt.com/joshua-kimmich/profil/spieler/161056
Germania;309400;7;Kai Havertz;Punta centrale;11/06/1999;26;FC Arsenal;1,93m;sinistro;57;21;09/09/2018;55,00 mln €;https://www.transfermarkt.com/kai-havertz/profil/spieler/309400
Germania;153084;8;Leon Goretzka;Centrocampista;06/02/1995;31;FC Bayern Monaco;1,89m;destro;69;15;13/05/2014;12,00 mln €;https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084
Germania;518505;9;Jamie Leweling;Ala destra;26/02/2001;25;VfB Stoccarda;1,85m;entrambi;4;1;14/10/2024;40,00 mln €;https://www.transfermarkt.com/jamie-leweling/profil/spieler/518505
Germania;580195;10;Jamal Musiala;Trequartista;26/02/2003;23;FC Bayern Monaco;1,84m;destro;41;9;25/03/2021;100,00 mln €;https://www.transfermarkt.com/jamal-musiala/profil/spieler/580195
Germania;455661;11;Nick Woltemade;Punta centrale;14/02/2002;24;Newcastle United;1,98m;destro;11;4;04/06/2025;55,00 mln €;https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661
Germania;55089;12;Oliver Baumann;Portiere;02/06/1990;36;TSG 1899 Hoffenheim;1,87m;destro;12;-;14/10/2024;2,50 mln €;https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089
Germania;82873;13;Pascal Groß;Centrocampista;15/06/1991;34;Brighton & Hove Albion;1,81m;destro;18;1;09/09/2023;2,50 mln €;https://www.transfermarkt.com/pascal-gross/profil/spieler/82873
Germania;578392;14;Maximilian Beier;Punta centrale;17/10/2002;23;Borussia Dortmund;1,85m;destro;8;-;03/06/2024;40,00 mln €;https://www.transfermarkt.com/maximilian-beier/profil/spieler/578392
Germania;388198;15;Nico Schlotterbeck;Difensore centrale;01/12/1999;26;Borussia Dortmund;1,91m;sinistro;26;-;26/03/2022;55,00 mln €;https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198
Germania;443710;16;Angelo Stiller;Mediano;04/04/2001;25;VfB Stoccarda;1,83m;sinistro;7;-;07/09/2024;45,00 mln €;https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710
Germania;598577;17;Florian Wirtz;Trequartista;03/05/2003;23;FC Liverpool;1,77m;destro;40;11;02/09/2021;100,00 mln €;https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577
Germania;691892;18;Nathaniel Brown;Terzino sinistro;16/06/2003;22;Eintracht Francoforte;1,76m;sinistro;4;-;10/10/2025;40,00 mln €;https://www.transfermarkt.com/nathaniel-brown/profil/spieler/691892
Germania;192565;19;Leroy Sané;Ala destra;11/01/1996;30;Galatasaray;1,83m;sinistro;75;16;13/11/2015;20,00 mln €;https://www.transfermarkt.com/leroy-sane/profil/spieler/192565
Germania;232454;20;Nadiem Amiri;Centrocampista;27/10/1996;29;1.FSV Magonza 05;1,80m;destro;10;1;09/10/2019;17,00 mln €;https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454
Germania;195778;21;Alexander Nübel;Portiere;30/09/1996;29;VfB Stoccarda;1,93m;destro;3;-;11/10/2024;12,00 mln €;https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778
Germania;318204;22;David Raum;Terzino sinistro;22/04/1998;28;RB Lipsia;1,81m;sinistro;36;1;05/09/2021;25,00 mln €;https://www.transfermarkt.com/david-raum/profil/spieler/318204
Germania;406640;23;Felix Nmecha;Centrocampista;10/10/2000;25;Borussia Dortmund;1,90m;destro;7;1;28/03/2023;50,00 mln €;https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640
Germania;521964;24;Malick Thiaw;Difensore centrale;08/08/2001;24;Newcastle United;1,94m;destro;5;-;16/06/2023;45,00 mln €;https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964
Germania;897424;25;Assan Ouédraogo;Centrocampista;09/05/2006;20;RB Lipsia;1,91m;destro;1;1;17/11/2025;28,00 mln €;https://www.transfermarkt.com/assan-ouedraogo/profil/spieler/897424
Germania;339314;26;Deniz Undav;Punta centrale;19/07/1996;29;VfB Stoccarda;1,79m;entrambi;8;6;23/03/2024;22,00 mln €;https://www.transfermarkt.com/deniz-undav/profil/spieler/339314
Ghana;254285;1;Lawrence Ati Zigi;Portiere;29/11/1996;29;FC San Gallo 1879;1,88m;destro;29;-;07/06/2018;1,50 mln €;https://www.transfermarkt.com/lawrence-ati-zigi/profil/spieler/254285
Ghana;798404;2;Alidu Seidu;Difensore centrale;04/06/2000;26;Stade Rennes FC;1,73m;destro;24;1;10/06/2022;6,00 mln €;https://www.transfermarkt.com/alidu-seidu/profil/spieler/798404
Ghana;1240763;3;Caleb Yirenkyi;Centrocampista;15/01/2006;20;FC Nordsjaelland;1,82m;destro;11;1;28/05/2025;10,00 mln €;https://www.transfermarkt.com/caleb-yirenkyi/profil/spieler/1240763
Ghana;734676;4;Jonas Adjetey;Difensore centrale;13/12/2003;22;VfL Wolfsburg;1,88m;destro;10;-;15/10/2024;6,00 mln €;https://www.transfermarkt.com/jonas-adjetey/profil/spieler/734676
Ghana;230784;5;Thomas Partey;Mediano;13/06/1993;32;Villarreal CF;1,85m;destro;57;15;05/06/2016;2,00 mln €;https://www.transfermarkt.com/thomas-partey/profil/spieler/230784
Ghana;451801;6;Abdul Mumin;Difensore centrale;06/06/1998;28;Rayo Vallecano;1,88m;destro;5;-;06/06/2024;3,00 mln €;https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801
